" M. C. Services Center, Inc. ","  M. C. Services Center, Inc.  300 Cedar Hill Street 
Marlborough, Massachusetts USA ",www.mcserviicescenterinc.com, 5082819040,,"
										A person call me offering me a home base business for $250.00
next day other person call me and tell me to buy lead that is the best way to make money
he offer $500,$1000,$1500,$2000  options  I buy $1000 dollars leads and nathing happend sins that day this person never answer the phone									",  Computer Marketing Companies ,0
 LocalSplash local SEO Co ,"  LocalSplash local SEO Co  3540 Howard Way  
Costa Mesa, California USA ",www.localsplash.com,  877-635-6225,,"
										A sweet voice tells you that your resume is the perfect fit for her company, but she is a beard for the fattest slob of a dork who is not persuasive enough to get you to show up to meet you himself.  As soon as you walk in the room in this medical office complex, you get the impression that there is no actual work going on.  A few dogs let loose to run around, a 50 gallon aquarium, a stereo, and I am sure there is a flat screen TV hidden away somewheres - then Ravi (back to the slob) will sit you for an hour talking about himself and his past. He will also take calls and wink and smile like some flirty college girl making you most uncomfortable. You will fill pity for his boredom and desperate for your time back. If you are polite like I am and sit through all of this he will describe the trial-basis, hang-your-coat-on-the-back-of-your-chair, revolving door-job that he use to occupy, and he will try to recruit you to accept it on straight commission basis as an outside contractor - no vacation, no sick days, no benefits. [continued below]....
									
										.....If you accept it he will get an over-ride on you and then your residuals after you are gone because this same ad runs on Craigslist every three months. The kind of job that usually hire people right over the phone only this Ravi guy sucks up half your day with it.Please if you are looking for (sales) work avoid AmeriList.   ",  Computer Marketing Companies ,0
 exact data ,"  exact data  328 S. Jefferson street suite 550  
Chicago , Illinois USA ",exact data, 312 229 5449,,"
										About 3 years ago, I found AGM INTERNATIONAL website through a pop-up and I signed up for the membership basic plan of $760.00.  I was told to set up the website, but was unable to do it.
I tried to call the helpline but no response.  I have been trying to reach them since but no luck.  I also left a few messages because there were never any live help line.
I am really tired of calling and need my money refunded.
Please help me.  Thank you.
Marsha
Paterson, New JerseyU.S.A.									",  Computer Marketing Companies ,0
 Certified Payment Processing ,"  Certified Payment Processing   
Nationwide USA ",, (972) 428-5200,,"
										About two years ago my husband and I went to a cyberwize meeting. Everyone was very , very friendly and the house was beautiful equipped with dynamite furniture and two brand new cars in the garage. Long story short we signed up. What harm would it cause even if we don't make any money its worth a try right, not!
Now two years later my husband has lost his job which led to huge financial problems, uncluding losing our car. Also my husband had to file bankruptcy and when he received his 401k guess where most of the money went... you guessed to cyberwize. The estimated amount was 10,000. As of yet he has only made about 1,500 dollars from this company and although we are broke he still autoship every month giving them 145.00 a month. Now this angers me because everything is always about to get turned off and he is so brainwashed that he continues to throw money away! 
Here is the crushing point. My marriage is on the verge of a breakup. My last straw was basically my fault, but I trusted him. When his credit went south my credit was still good. Well I foolishly gave him my credit card which I had paid down. He promised me that he would not let it go over the limit. Unforunately it did go over the limit and I didn't find out about it until it was too late. Now the interest rates on all of my credit cards have gone up to 27% I will never pay these cards off and my credit is ruined as well as my marriage. This company has ruined my life and my husband doesn't see it because keep boosting his ego by giving him cheesy awards and patting him on the back. 
I truly need help because this company has done their homework and they seem to have covered all basis. So please honestly tell me if there is anything that can be done. I know I will never see that money again and I will have to work hard to pay this debt, but I just truly want my husband back.
Nita
Collge Park, GeorgiaU.S.A.									",  Computer Marketing Companies ,0
 XOKA Inc  ,"  XOKA Inc   18582 Beach Blvd   Suite 200 
hunting beach, California USA ",www.xokainc.com, 800-714-XOKA (9652),,"
										Accepted their call to try Advertising website link, Bing.comDecided right away it was not for me, requested the next month to cancel (knowing that I WOULD have to pay for that second month), and was assured by a young man that would be cancelled, but in the meantime he wanted to show me some things.  I didn't have  time, so was going to call back.  Called back and left me a message, but we did not connect, and I was not interested anyway, just wanted to be done with it. They have charged me $79 a month now for 4 months, and as of my phone call today assure me that I will not be charged again this month,  I have stopped payment so they cannot get into my account.  Valuable Lesson learned!!!!   What a RIP OFF!!!",  Computer Marketing Companies ,0
 sobernation.com ,"  sobernation.com   
Internet USA ",sobernation.com, 8554361159,,"
										According to the website, you should get a payout option after you've exceeded the minimum amount limit (ie. 25$). But after you make it up to 25$ or more, it only results in a ""never ending"" Survey and thus, is a SCAM.
There are two more interestingly stupid things about iearn123:
The first unusual thing about iearn123 is that in most Traffic Referral Sites, the Sites have special security check to prevent abuse of the links ie. They check if you're clicking your links yourself (via IP Address). Most of Paid To Click Sites (like NeoBux) & Pay Per Download sites (like Sharecash) ban the User Account if they find that the Link Owners themselves are clicking their own link/s. Cautious that iearn123 might ban us, we used TOR Browser to hide IP Addressonly to find out later that just clearing the Internet History & Cookies was enough to get more clicks(referral visits) enabled. This is too unusual characteristic to be present in a legit Traffic Referring Site, sites like ADF.LY too won't increase your balance if you start clicking your own link because if the users are allowed to do so, the sites will be Bankrupt.The Second unusual thing about iearn123 is that the Link that you're given to refer to (ie. ""share your links with your friends"" - according to iearn123) only leads those who click your referral link to iearn123 signup page (instead of the page with Ads which increases some Website's Traffic). This is very unusual and is a ""POINT"" enough to alarm anyone who has experience with sites like NeoBux that the site in question is a scam.									",  Computer Marketing Companies ,0
 Marketing Pixie ,"  Marketing Pixie   
Internet USA ",http://www.marketingpixie.com, 619.518.3752,,"
										Adbrite is involved in activities such as click fraud, zero by zero pixel fraud ad delivery, organized crime among site owners, mail fraud and credit card fraud.  Our company has recently opened a couple of accounts to track this firm for a client who needed a independent review based on our network tracking software and what we found was quite abnormal.
We are taking our findings to the high court in California and to the FBI.  This company is nothing more than a front with most (85%) of its listed sites being ""shell"" sites that are popped on servers nets.  There is little indication that any ads are being delivered to real ""eyeballs"" and the company is in fact working in concert with known internet fraud gangs.  
It is also plausible that Adbrite falls under RICO with the level of these activities reaching many states and customers across the globe.   It is the intention of this firm to bring a class action suit at a minimum and to arrange for this information to be given to authorities to garner an opinion on criminal charges as well.
We spoke with a ex-Adbrite employee who admitted that most of the companies traffic was not human in origin.  Bots, Java scripts rotators and other pervasive tactics where and are being used to defraud individuals and companies of 10's of millions of dollars.  He also stated that the senior executives of the firm are in full knowledge of this and that the company for many months had no personnel in charge of Terms and Conditions regarding site owners.  It was stated that in 2008 one person was hired for this to police the 10's of thousands of sites that are in the network.  
Adbrite misrepresents itself plainly on site entrance displaying the sites and numbers available to advertisers.  It is plain to see that this company is a front for crime and this company has no intention of delivering quality ads whatsoever.
We expect to file this class action suit in August - Septmeber 2009.
Please check back to this post, as we will give information on how to join the suit in the near future.
Martin
Atlanta, GeorgiaU.S.A.									",  Computer Marketing Companies ,0
 Jeff Randol ,"  Jeff Randol  1049 Main Street 
Windsor, Colorado USA ",consumereducation.net, 855-578-0550,,"
										Adnet Marketing Solutions sold me an online marketing business in October of 2006.  I was promised as much help I needed with its development.  Each time I called for help, I was told someone would get back to me.  Someone did, only not to help, but to attempt to sell me more services.  I told them each time I spoke with them that I was not willing to invest more money until the business created some cash flow.
After months of advertising via electronic newsletters (for which I paid monthly), advertising sites, etc., I made the decision to discontinue the business, as the return on my investment was not looking at all promising.
After six months of work on the internet in an attempt to get the business off the ground, without the promised assistance of Adnet, I decided to discontinue the business.  As such, I mailed a certified letter to Adnet Marketing Solutions within the 30 day deadline, requesting a refund and providing the reasons for such.  I was not contacted, so I made a call to the company.  I was told that in order to receive a refund, I would have to send evidence of my advertising efforts, which I did.
I did not hear from anyone, so once again, I followed up with a phone call and spoke with Mitch, who called himself the ""General Manager"".  He stated that he was working on other ""cases"", took all my information, and promised he would get back to me the following week.  To date, I have not heard from him, and each time I've called, the message has been that he's not available.
This company is robbing individuals.  While others have spent a great deal more than I, it's the principle of the matter that is of concern.  No one should have to endure this kind of dishonesty and criminal action.
Beware of Adnet Marketing Solutions in Phoenix, Arizona.
Judy
Louisville, KentuckyU.S.A.									",  Computer Marketing Companies ,0
 Absolute Marketing ,"  Absolute Marketing   
Internet USA ",, 418 878-5228,,"
										Ads2Txt and it's owners Julie Curley CEO, Esther Amar President, Anthony Leiva Director of Sales, should not be allowed to do business in Canada or the United States of America!  There are numerous complaints of Clients not receiving their Text Message Credits each month, preventing them from using the exact product they are paying for, and have lost money and business on their Text Message Advertising Campaigns.  Agents and Hourly Pay Staff are also lied to.  Ads2Txt owners and their Director of Sales Anthony Leiva, promise earned income.  Julie (ceo) is especially crafty in saying ""all commissions and income will be paid this Friday (the known pay-day for Ads2Txt) but Friday comes and goes with no pay.  Commissions as well as Hourly Payed hours are not paid out as promised.  The next thing Agents and Staff are told is ""funds are being transferred between the US and Canada, and as soon as those funds are available, they will pay up. [continued below]....
									
										.....""  Again...another lie!  We never get paid!  Julie Curley, Esther Amar, Anthony Leiva should be prosecuted in a Court of Law!  I know there are many angry Clients, Agents and Staff that are willing to testify on this behalf.  ",  Computer Marketing Companies ,0
 Castforce. ,"  Castforce.   
Internet USA ",castforce.com, 941-227-4372,,"
										ADVANCED MARKETING CORP. contacted me via e-mail to start an e-mail marketing campaign. The cost was 850 and they guarenteed a minimum of 100 leads. Marc told me it would take approx. 3 or 4 days to test the marketing piece and then we would begin. He took my money (in Sept.) and has produced NOTHING. The only way he used to call back was with threats. Now that I've asked for my money back, he tells me it will take around two weeks.  It's been over four weeks and he does not answer his phone.  
I have NEVER called his number and had him anser the phone nor have I ever had anyone at this company answer the main phone. We are in the process of filing compliants with the better BBB in California and we are sending all documentation to the Attorney Generals office in California. Remember: AMC LEADS or Advanced Marketing Corp.  STAY AWAY FROM THEM!!
Brian
Pine Brook, New JerseyU.S.A.									",  Computer Marketing Companies ,0
 Jeff Randol ,"  Jeff Randol   
Windsor, Colorado USA ",, 855-578-0550,,"
										After being approached by a Super media representative several times, I have decided to give it a chance on media marketing to help grow our business.  Supermedias aggressive, elegant, and outspoken sales representative, Anthony Haddad promised lots of business and great results through their well experienced management team. Unfortunately I have spent more than 17K and all I received in return is a few mediocre internet clicks that resulted in absolutely no business. I have exhausted my efforts in providing Super Media tools to help make their job easier and more effective. I worked with Brett Forester, campaign manager for several months evaluating and reevaluating our campaign. I provided him with many tools about the counties and cities that can result in a better outcome. In addition to completing web optimization and an issued press release about my company and how we can save clients money in this security. I finally discovered that their knowledge about my industry was very poor and they were not able to help me with any effective internet campaign. Campaign manager, Brett Forester has admitted to me that he has never managed a campaign in our line of work and or business. Are you kidding me??? I believe that I should have been addressed with these facts before hand so that I can make an informed decision on whether or not to move forward with this campaign. I was completely misled about the results and the outcome. And now there is a lump sum of money spent without any business obtained.  I was clearly promised effective Internet marketing and advertising strategies but received none. And now Super Media is trying to collect on 3 months of service after I cancelled the account.  
 
To add more insult to injury, On April 4, 2011 one of my clients has alerted me when he Google my company name, a competitor company, shows up. This means that Supermedia, campaign manager has listed my companys name as a key word for a compatotior company. My company's name is a registered trad mark. I was out raged to learn about this incident particularly because I learned that the competitor company happens to be one of your clients. As I still investigate the matter I have no idea how long has Supermedia been stealing traffic from my company.  And why on earth would your campaign manager add my companys name as a key word for a competitor company? 
 
I contacted a Supemeida to allow them the opportunity to investigate and rectify these serious issues. I sent a brief email to Cliff Wilson VP, Assistant Treasurer and Investor Relations executive and he promised to for award the complaint for proper handling. I was contacted by executive client, Chuck Agee who took two and half weeks to investigate the matter. On May 13, 2011, Chuck called me and said he was unable to verify that I was a client. I asked him if that was a joke and he said no sir I couldnt find anything on you or your company. After a painful struggle when Chuck finally got it right, he called me Monday May 16, 2011 stating that he confirmed all of my allegations to be valid; however Im not entitled of any monetary adjustment. I have asked him to email me his findings but I have not  received any email from him nor do I think I ever will. 
 
Supermedia can continue to ignore this matter and not take it seriously. However I will also continue to exercise my rights to the fullest and I'm currently seeking legal advise.
 
These people are awful - please be careful about signing up with these people. They change names - but search under Idearc and you will find tons of complaints on businesses, individuals ripped off by this extortion racket. I wish I have visited this site before signing up.									",  Computer Marketing Companies ,0
 U Can Do It Inc ,"  U Can Do It Inc   
Nationwide USA ",, 5197472033,,"
										After being approached by phone for a special into offer of 29.00 - to set up a website, I should have known better than to give my credit card info to this company, but did and could not cancel - or get a refund after they charged 158.00 on a Saturday (the day of my anniversary/deadline to cancel).  Asked numerous times for a manager and got nowhere.  They claim that I received an email for confirmation of this no contract agreement and would not fray from their repeated stand of a 3 day before anniversary to cancel argument.  Total ripoff!  Website was embarrassing and very unfriendly.  I could not get my money back and had my credit card company call the same day as the charge was put through.  I will dispute it, but unlikely that I will get the credit because of their sneaky ""email"" confirmation - which is nothing like the verbal hard sales pitch.									",  Computer Marketing Companies ,0
 Priority Placement Media ,"  Priority Placement Media   
Internet USA ",www.priorityplacementmedia, 877-299-9379,,"
										After being contacted by phone by a salesperson  of BankCard Empire ,I had a long telephone conversation with with a junior sales person regarding  becoming an affiliate to promote bank card proccessing equipment for Bankcard Empire on Dec 16 2008 . Being that it was close to the Christmas Holiday season I told the sales person that I could not afford to spend close to $800.00 before Christmas.The junior sales person  then transfered me to a senior account representative who said that he was authorized to pass on a ""one time offer "" of $195.00 ,if I signed up as an affiliate to represent their ""products as he described their services"" , on that evening . I kept telling him that I had to do my ""due deligence "" and research their  company's track record on the Internet. His next argument was that representing the major credit card companies, all their activities were beyond reproach because if there ever was a ""charge back "" this would result in a negative report in regards to BankCard Empire . After outlining the renumeration plan of a successful 
marketer  and after numerous demands to signed up now as this was ""a one time offer"" I was Bullied into giving him my Visa number . Again he mentioned the fact that being a company that proccesses credit card transaction my Visa card info was safe with them .   After being welcomed as an affiliate of such a highly regarded card proccessing  company I was told that my welcome package and information in regards to the Website I was suppose to promote would be mailed to me before Christmas . He wished me a happy holiday and gave me a name of one of their ""mentor"" who would be calling me within the next few days .The ""mentor"" called me within a couple of days and again the same rethoric started , saying that what I had joined was a ""business "" and as a businessman I was responsible to advertise their product . He then proceeded to outline how they collected their ""leads"" and that those were available to me at $3.00 each . I told him that I would not do anything till I got my Info package , he acted surprised and said that he would personally ensure that it would be forwarded to me by overnight expedited mail . This time I did not  back down to his demands of $9000 for an advertising blast to be done within the next week . I replied that nothing was going to be done on my part till I got the Website package info and my welcome package . Again he tried to get money from me by saying that he realised that $3.00 was a little steep but that he personnally had another source of leads that would cost only $1.00 each if I could give him permission to bill my Visa again for $3000.00  to start my ""business "" now . I did not authorise any more charges and decided to wait for my info package and affiliate  website  .This phone conversation transpired around the 20th of December 2008.To make a long story short, it is now Friday January 30, 2009 and I have not received my welcome package and affiliate website yet , even after contacting their customer support department numerous times. 
My next step was to contact my Canadian Imperial Bank of Commerce Visa card supplier and explain to them what had transpired . The Visa card representative then informed me that this was not the first time someone had complained about BankCard Empire and that the charges would be reversed and the funds would be back in my credit card account within 48 hours .I know that most transactions on the internet are ""buyer beware"" however if anyone is scammed like I was, their remedy should be to contact the credit card Companies as soon as you nrealise that you might have been scammed . Most of the credit card companies have a policy in place that favours their card holders over companies that try to scam you !!!Frank
Edmonton, AlbertaCanada									",  Computer Marketing Companies ,0
 Impact KI ,"  Impact KI  63 East 11400 South Suite 261 
Sandy, Utah USA ",https://login.impactki.com/home, (866)731-8113,,"
										After calling me several times and telling me how much traffic would increse to my website and telling me that I would be able to pay off my entire credit card balence within 30 days. After that Ihad several email corispondenses with Anthony Baxter everything stopped. They stopped all email cocispondense answering my emails,I got to the point after several of my calls didn't get returned to just write it off as a loss. It's been more than a couple of months now since I've heard a word from them. I was just told a hour ago about your company,so thats why I'm reporting this now, Oh they didn't do anything with the search engines and optimization,that they sold me on. Thank you for any help you can give me to get my money invested back so I can go to another company.
      Thank  You
      Rick XXXXXXX
      8 Dalton Ct.
      Pacheco, Ca.
              94553
      Cell Ph. (XXX) XXX-XXXX I except calls 24/7 (PESONAL INFO REDACTED)
Richard (rick)
pacheco, CaliforniaU.S.A. CLICK here to see why Rip-off Report, as a matter of policy, deleted either a phone number, link or e-mail address from this Report.  ",  Computer Marketing Companies ,0
 MaxEbiz ,"  MaxEbiz   
Internet USA ",www.maxebizsite, 866-406-8326,,"
										After completing what appeared to be legitimate training for real work I signed on with Becker & Associates. I was assigned to Lori French who lives in Ohio. Lori told me that she was my manager and she would train and assist me. She told me that if I wanted to I could be working in just a few days and Lori did contact me regarding work. 
Lori sent me a contract from Equasystems in Texas. I was to perform computer/telephone marketing for this company. I had a contract stating that I would be paid $12.00 an hour for all work completed and emailed to Lori. Lori told me to plan on spending $1.00 an hour for long distance telephone calls. Once I began to do the work I was then told that the time I spent on the phone with Lori, which was sometimes hours, was not paid time. Additionally I was paying the long distanced charges to call Lori to get answers, training, support and to troubleshoot program problems. After performing about 11 hours of work I was offerred something else much more lucrative and I did not have to spend hours on the phone for unpaid work. 
I called and told Lori and she basically said it was okay and they would send my check. After not receiving the money I was owed and receiving a long distance telephone bill of more than $125.00 I started writing and emailing Becker & Associates, Lori French and Wes from Equasystems.
 Finally Lori called and said I was not going to get paid as I had to complete the contract in full to be paid. As an independent contractor I should be paid for the hours I worked and as a contractor I can stop working anytime I want. Of course the BBB's don't want anything to do with this. Becker & Associates looks legitimate but they did nothing for me when Wes at Equasystems would not pay me. 
Lori French lied about me getting paid and now avoids me. If anyone is thinking about working for this ocmpany make sure you understand that you have to complete the ENTIRE contract to get paid and check out how much your phone bill will be BEFORE you start.
Brenda
Palatine, Illinois									",  Computer Marketing Companies ,0
 Dan Burbank  ,"  Dan Burbank    
Nationwide USA ",, 801-755-8099,,"
										After filling in the information on the rebate receipt from CompUSA in July 2004, TCA denied payment for the rebate on a new monitor indicating an altered or incomplete receipt. Nonsense. An Email to CompUSA Customer Service, however, resulted in an immediate reply to TCA with a receipt verification and a 10/22/04 payment date.  We'll see.
At the time, I only had one rebate pending at TCA.  Today I find I have a second rebate, but the second posted record is dated August 2002 (for a NetGear router rebate submitted ages ago) and a denial indicating ""STALEDATED CHECK RETD TO CLIENT"". It was submitted within the timeframe with all necessary information (as was the CompUSA rebate) but was not posted at TCA until three years later. This is absurd.
I'm filing a complaint with the FTC as my next email.
David
Los Angeles, CaliforniaU.S.A.
David
Los Angeles, CaliforniaU.S.A.									",  Computer Marketing Companies ,0
