Dominion Law Associates,"  Dominion Law Associates  222 central park 
virginia beach, Virginia United States of America ",,212-6958155,"Dominion Law Associates  Refused to work with me. virginia beach, Virginia","
										 I had to go on disability due to a neck and back operation that did'nt go as planned.I went from making a $1000.00 a week to $422.00 a week.I could'nt pay my credit card payment's and keep my house payment's up to date to so I went with the house payment as anyone would do.The credit card company's  sold my acct. to dominion law assciates.After I was awarded my  S.S disability, I tried to settlle with dominion on these accounts.I know for a fact that company's like this buy's these accounts for pennies on the dollar.They put a judgement on me on one of the accounts. On the other I owed $2,800+$1,200 interest this is  one account. I have two account with them.I tried to work with them on a settlement they refused said they wanted $4,000 all at one time or they would enter another two judgements .Also stated they would get their money one way or another.This is a complete ripoff of the american tax payer.I am, working in good faith with the other credit card company,No problems.                    									",Lawyers,0
" William W. Siegel & Associates, Attorneys at Law, LLC ","  William W. Siegel & Associates, Attorneys at Law, LLC  7 Penn Plaza 
New York, New York United States of America ",,212-847-8104,"William W. Siegel & Associates, Attorneys at Law, LLC  Illegal Practices New York, New York","
										I received a letter from this agency indicating Palisades Collection, LLC representing Verizon North Inc. is their client. Palisades Collection endlessely harassed me for a debt that was not mine in the first place. The debt was not even in my legal name. The 3 credit bureaus investigated the matter and it was removed from my credit years ago. Now the new letter is offering a debt settlement also in my previous name. A name I used 7 years ago. I have never even had a Verizon phone and for that matter have not had a phone in my name in about 8 or 9 years.									",Lawyers,0
caldwell trust and finance uk,"  caldwell trust and finance uk  #1d trust towers cv3 2rq london uk 
Internet United States of America ",info@caldwellonline.co.cc,212-8478104,"caldwell trust and finance uk dr. bruce miller,director of international banking,andrew walker,lawyer    these guys are fakes,clowns! tried to get $5,100 deposited to their account for legal fees not yet rendered in uk(fake!) Internet","
										if ,you recieve an email from these clowns,it might sound like this(honk,honk!!)my name is phoney lawyer.i am the sole attoney for mr.mark(your last name),he was a formal sub comptroller for chevron/texaco who died in an auto crash with his wife and only daughter on nov.5th 200uk.                                                                                                                                                            therefore leaving behind 9.8 million gbs uk (15 million us dollars)unclaimed.(here is where you come in)they will make a deal with you to claim the fortune and split it with you,depending on the clown that is appointed to you the deal will be in a percentage(not all clowns can agree on the same percentage).                                                                   
                                                                                                                               
  next act,they will assure you that they have legal documentation naming you as the next of kin and making the funds accessible to only you.if you are interested in seeing some faked up documents,go along and they will produce these with your last name(hey,if you frame them and hang them,just think of he hours of conversation this will arise!)
                                                                                                                                                                then they will appoint another clown lawyer(from london),who will be wanting you to deposit $5,100 dollars in an account(the clown fund),to begin legal proceedings.dont do it,dont be another clown,the world needs less clowns!!!!!!!!!
                                                         
                                                                                                                                                                                                                                                                                                                                                                                                                                                          									",Lawyers,0
Affidavit Consulting Legal Services,"  Affidavit Consulting Legal Services  501 E green Street 
Ithica, New York United States of America ",,212-8478104,"Affidavit Consulting Legal Services Lee Johnson, David Johnson Trying to extort money from me; calling up to 20 times a day; has contacted my supervisor Ithica, New York","
										I was contacted by a man named Lee Johnson from Affidavit Consulting Legal Services.  Lee stated that a large lawsuit had been filed against me by a creditor (not true) and as part of the lawsuit I must fill out the affidavit he would be emailing me.  I refused as there is no lawsuit or the need for an affidavit.  Lee stated if I refused to fill out the affidavit and request for payment that he would use my cell number, office number, home and work address, and my social security number and ""take me to the cleaners"".  I asked him to provide my information and he did in fact have my entire SNN, my cell number, my office number, home and work addresses and all.  He also called me several sexually harrassing term ""sugartits"" was the least offensive.  He also asked me what I was wearing then decided he would tell me what I looked like and was wearing....major creepy. He also threatened to call my boss and report unethical conduct to get me fired (I am a social worker for the state). I hung up and contacted the Missouri Attorney General's office.  The MO AO informed me this was a scam and if he called again to inform Lee I knew he was a scammer and I had spoken to the Missouri Attorney's generals office.  I called transunion and put a fraud alert on my credit.
Minutes after I ended my call to the MO AO office Lee called.  I told him he was a scammer and everything else the Missouri AO said to say.  I told Lee never to call me again.  Lee stated that he would call me 100 times per day on my cell and 100 times per day on my office phone as well as call every person in my office.  He stated he had a staff over 100 people to do so.  He also stated he had just completed a credit application using my information.
This is my problem.  The Missouri AO said there really isn't anything they can do about it.  This is harrassment and plain 'ole bullying! Does anyone know anything I can do????									",Lawyers,0
Affidavit Consulting Legal Services,"  Affidavit Consulting Legal Services  501 E Green 
Ithica, New York United States of America ",,212-968-8600,"Affidavit Consulting Legal Services Lee Johnson contacted me and told me I had a lawsuit filed against me from a creditor.  Stated I needed to complete their affidavit form and if I did not they would use my SSN, home phone, business phone, address Ithica, New York","
										I was received a telephone call from a man who called himself Lee Johnson.  He stated he was with Affidavit Consulting Legal Services.  He stated a large lawsuit had been filed against me by a creditor and as part of the lawsuit I was required to complete an affidavit.  I refused as there is no law suit against me.  Lee stated that he knew my cell and work number, my home and business ad									",Lawyers,0
HAYS LAW CENTER,"  HAYS LAW CENTER  26497 RANCHO PKWY S 
LAKE FOREST, California United States of America ",HAYS LAW CENTER,212-969.3185,"HAYS LAW CENTER HAYS LAW FIRM HAYS LAW CENTER MORTAGE MODIFICATION SCAM LAKE FOREST, California","
										I completed a web request on a home mortage modification, that said it was ""making homes affordable"" the Obama Act.  Then I was contacted by HAYS LAW Center up to 20 calls per day on my caller id, but no messages. I called them back one night & was transfered to person who has you sign electronic forms before they will even talk to you.   They ask if you have a checking & savings account, they request this information. Then they set you up with a personal e-mail with your rep, so you can stay up on your file.
After investigation on line I found out they had SCAMMED other people, so E-mailed my rep /& advise what I had found out & to cancel my request.  They did not respond.  A different rep called late December 2010,  I told him I had already spoke with his company & did not want to proceed.  Then on 01/26/11 they send a fraud check thru my bank account.  They are so careless they spelled my last name wrong.  I called them, was given to Bill Basker, a real jerk, who then proceeds to tell me no refund will be made as they had already done work on my case & currently owe them $2195.00.  I told him that was impossible as I never sent any paper work back, nor did they ever have my loan account # with Benefical to do any work.  Then he sends me a threating e-mail of how they will attach my wages, or take legal action against me, and how it would benefit me to stay with their program.
This SCAMMING of the American people, like me in hard times, and in desprate need of help, by the HAYS LAW CENTER needs to stop now.  Their has to be some revenue to take & make this company be held responsible for what they are doing.",Lawyers,0
American Residential Law Group,"  American Residential Law Group  6245 N. Federal Hwy., Ste. 401 
Fort Lauderdale, Florida United States of America ",http://www.arlgnow.com,213-252-0110,"American Residential Law Group i signed a agreement with this law firm at the time i signed they had an A+ standing with the BBB back in September 2010  i paid them $1,795.00 to modify my mortgage loan well here it is february 2011 took my money and left me to go into forcloser with my wife and three kids  Fort Lauderdale, Florida","
										they promissed to modify my mortgage not  but instead 5 months later i hear nothing from them  and now we are into forcloser and out $1,795.00 . they scamed me good now  me my wife and 3 children dont know what we are going to do or live they promised to take care of us but instead took our money and left us out in the cold American Residential Law Group took my family's hopes and threw it away who can i trust now who can i go to for help									",Lawyers,0
Janian And Associates,"  Janian And Associates  620 N. Brand Blvd 
Glendale, California United States of America ",janianandassociates.com,213-833-1600,"Janian And Associates The Law Offices of Janian and Associates Disgraceful Unprofessional Scam Artists Preying On Others Misfortune Glendale, California","
										Janian And Associates took my money ($2500.00) with the promise they would return it if they could not put me in a better financial position with my mortgage company.  They not only could not put me in a better financail position, their unethical business practice during my attorney/client relationship is a disgrace to the legal profession and the fact that they are taking advantage of a government funded program designed to help people, by hurting them even more, is a disgrace to our country.  SOMEBODY please stop them.  Below is my copied complaint to the CA Attorney General's Office:
Early 2010, I filled out an online form requesting information about the home loan modification program. Soon after, I was bombarded by phone calls and e-mails from a man by the name of Rich Aronovitch at a company called Janian & Associates. 
They claim to be a law firm, but you can never, ever get ahold of the lawyer, Armen Janian, which is the reason I am filing this Consumer Complaint against a Business/Company, in case that is his angle in attempts not to be associated with this leg of the business...but the name of his business clearly indicates he IS associated and the way Rich persuaded me to go with his firm had a lot to do with the fact that he was representing a law firm, with a lawyer who was a member of the CA State Bar Assoc. for X amount of years, who knew the nuances of this modification program and how to get cases approved, who I should trust above anyone with lesser credentials...blah blah blah. From what I understand now, CA companies are prohibited from collecting upfront fees associated with home loan modifications. 
Please read all the complaints from the people from whom this 'firm' DID in fact not only collect upfront fees with the promise to refund if they were unable to obtain a modification, but also who do NOT honor their promise to refund. I hired this firm on Feb. 5th of 2010 for $2500.00 with the understanding (and ambiguous contractual agreement) that I would recieve a refund if they were unsuccessful. They were not only unsuccessful once, they were unsuccessful 3 times and I requested a refund in writing and by phone after each of these 3 times. 
They misrepresented my income the 1st time, lied to me and told me I had a 30% reduction the second time, and just gave up and went with the denial the 3rd time. After each request for a refund they would just put me off, acting like if I pulled out now, it would all be a waste of time because my file was considered to be 'in review'. 
Once I threatened to file formal complaints, I did receive an e-mail from Erica Rodriguez apologizing for the miscommunication and that I would, in fact, receive a full refund. That was October 26th, 2010 and I still haven't received a refund and they won't return my repeated attempts to get a response from them by phone, fax and e-mail. It's like they are thumbing their nose at all the stupid people who came to them for help. 
Please look into taking action against this organization, whatever it is. Mr. Janian is a member of your State Bar and you should see to it that he upholds the higher standard that we as consumers should trust to be associated with the legal profession. He has hurt many, MANY people. Again, start with the BBB website and you will have a very good idea of what he has been up to. I have not contacted another agency for assistance, but I will if I need to. I have not contacted an attorney, as I shouldn't have to retain a 2nd attorney to get back $$ that this one fraudulently received and is keeping from me. No court action pending....no lost lawsuit in this matter. I would like a full refund in the amount of $2500 + 1 full year of interest. Thank you. ",Lawyers,0
Center Point,"  Center Point  1322 Space drive ste h276 
Huston, Texas United States of America ",,214-265-0123,"Center Point Steave Industries  He took $500 off my crebt card to start business, I  can a  ford  that amount of money.I told him to give me back the money he did not. Huston, Texas"," Steave took off my $500 off my card to start a business a vendor machine. It cost a lot of money and i could not a ford it. My pardoner and I could not come up with the money. So I call Steave to let him know if he could put the money back on the card. He did not do so ,i try to call him but I do not hear from him, if i call you can not get to him only a recording you can not left a message. ",Lawyers,0
AMERICAN LAW DIVISION,"  AMERICAN LAW DIVISION    
Internet United States of America ",www.americanlawdivision.com,214-265-7600,"AMERICAN LAW DIVISION BRIAN HUNT & ANDREW JOHNSON Threatning phone calls that I owed Cash Advance America for a payday loan and if I didn't pay they would put out a warrant for my arrest in my state.  They have all of my personal information and lead, Internet"," I received a phone call on February 2, 2011 from a Brian Hunt with a western indian type accent stating that he was from the American Law Division and I had taken out a payday loan which was returned for payment. If I didn't make payment arrangements that they would take me to civil court in my state and issue a judgement against me and I would have a warrant for my arrest. At this point I am frighten b/c I know that I have a payday loan out and it was returned by my bank but this was the first and only time it had been returned. Instead of contacting them first before sending any info I didn't because Brian already had all of my information that he read to me.  When I explained what happened he stated he would transfer me to his ""head"" lawyer which his name was Andrew Johnson same accent and they requested that I write a letter giving them permission to with draw the settled amount from off of my debit card on February 11,2011. After faxing my info to this company something hit me and said ""call the lender to see if they reported you"". I called the lender and spoke with a lady whose name I want mention but she stated no they had not reported my name to anyone and that I need to call them back to cancel that transaction.  Of course when I called the number back some other gentleman answered and he acted like he couldn't understand me I looked the number up in the whitepages and It belong to someone in PR and the fax number which I had just used and hour earlier no longer work either. Needless to say they have scammed me for my info and now I have place a complaint with my attorney generals office here in NC as well as putting security freezes on my credit reports and I have canceled the card they are suppose to draft from my account and now in the process of closing that account and opening a new one. Please be careful of this company!!!! ",Lawyers,0
John C Carpenter,"  John C Carpenter  8827 West Olympic Blvd, Beverly Hills, CA 90211 
Internet United States of America ",www.czrlaw.com,214-336-8241,"John C Carpenter Law Offices of Carpenter & Zuckerman They took my case, were negligent, lied, lost me a lot of money and I did not get a cent.! Internet"," After a ""Slip & Fall"" accident, I retained the legal services of Carpenter & Zuckerman in Beverly Hills. I provided them with a list of witnesses. John Carpenter, who was handling my case, failed to contact any of those witnesses. When the case went to Trial, the only witness who was available, had been tampered with by the defendants, and turned against me. This would not have happened if my ""lawyer"" had done his job, and secured my witnesses by making contact, deposing them and ensuring that each witness would be available for testimony at Trial. The level of incompetence displayed by this law firm, is unbelievable! Legal documents sent out with mis-spelled names, incorrect dates, wrong addresses... Laurel and Hardy The Trial was a Circus...!!! The most degrading, humiliating experience of my life. Even the Judge told my lawyer that he should go back to Law School. After a 2 week long trial, what should have been a minimum of $250,000 verdict, was reduced to $64,000, but because my Lawyer had screwed up, by failing to acquire certain important documents, which would have proven crucial elements of my claim, and by failing to contact witnesses, and by failing to Subpeona critical witnesses from the City, this award was reduced to $24,500, and to this day, I have not received one cent. As a result of the accident, I was unable to walk for several months, the pain was unbearable. I suffered broken bones, bruises all over my body.I lost my business that had taken me 10 years to build. I lost my savings. I was retaliated against by my landlord, and suffered years of abuse as a result of this mockery of a trial. My lawyer lied to me on several occasions, and became hostile and malicious and downright vindictive, when I asked for my share of the award. My credit has been ruined, and years later, I am still hounded by debt collectors, who are pursuing me for unpaid medical bills. John C Carpenter is an ineffective, negligent, arrogant, incompetent, dishonest individual masquerading as a Lawyer. He should be disbarred from practice, along with his partner, who was aware of the issues at the time, but chose to do nothing.       ",Lawyers,0
