 sonobello ,"  sonobello  1111 Exposition Blvd 
Sacramento, California USA ",sonobello.com, 9169781087,""," Last year I decided to do something, I had been contemplating for a long, long time;Lipo. Im 45 and although not visibly overweight I could feel the extra weight slowly creeping on. So I scheduled a consultation for me and my daughter(who decided the procedure was not for her).The consultation went ok, It was quite a bit more $$ than I thought with the abdomen, hips, thighs, broken down into more areas and of course they charge per ""area"", and of course one area done without the other would look out of proportion, so I had a total of 7 or 8 areas scheduled to be sculpted, the consultant said the pain was minimal, the recovery was easy and you were awake during the surgery, easy. I Had saved up some money(seriously this was all my savings),stupid but thought it was worth it. I paid the 7900.00(approx..dont have the bill in front of me). On the day of surgery I was asked to get there a little earlier because there was a cancelation, and I did get there early but not as early as requested. Again I was told the recovery is very quick and the pain is minimal. I was told a few times I would be awake throughout the entire procedure. I consulted with the nurse and Dr Hagstrom in Sacramento. I was looking at the before and after when he walked into the exam room and he stated, ""well just remember, only the best go in the book"" which was my first vibe of weirdness. During the exam I told him the sales consultant told me to tell him to sculpt around the knees. She said they usually have no problem with it, but he said ""she told you that, I wish they wouldnt do that"" To this day I dont know if he did or not. I got to the room where the actual surgery was done and I recall asking the nurse for a band to pull my hair back with. The nurse brought me the band, I pulled my hair back at approximately 2pm. The next thing I knew, I woke up at 4am, home in my bed in the most horrific pain I had ever been in. I could not move...I laid there and screamed and cried until someone heard me from another room and assisted me to the bathroom. To put this pain in prospective I felt as if I had had a c-section without anesthesia and thrown to the shoulder from a moving vehicle(I had NO idea it would be this painful. I called the office and was told It was normal, I asked to refill my pain medication and was given one refill and told that was it., they only refill once The pain lasted for at the least a month and gradually wearing off, thank god I was not working at the time, because there was NO quick recovery. I started following there suggested regimen to reap the maximum benefits. It has been about 12 months now and really just want to cry when I think about it. My thighs are asymmetrical and lumpy and I have lumps on my stomache. I did send an email to Sono Bello in Sacramento and got a pretty quick call from them. I spoke with Michael who essentially said , I was not getting my money back. I asked for the corporate number and he gave me the 1800 number for sonobello, Im pretty sure their corporate has a number. havnt called yet, will update if I do. Has  anyone been successful with refunds from thjs place. They promised a service they didnt deliver and I honestly just want some, not even all my money back. ",  Plastic Surgeons 
 Dr. Bahman Teimourian ,"  Dr. Bahman Teimourian  5402 McKinley Street 
Bethesda, Maryland USA ",www.cosmeticmd.com, ,""," Dr. Bahman Teimourian did my eyes. The eyes were okay, but he left some fat below one eye and left me with unnecessary scarring from the surgery. I have since had the scar revision surgery done to fix it. The worst part of my experience was dealing with his sister, Soraya Channing, who is his office manager. She is incredibly rude, and I have never been spoken to that way in my life in a physician's office. She is disrespectful, and I'm sure the only person that would give her a job with her disposition would be her brother. If I had any idea upfront how Soraya Channing treats patients, I would have gone to another surgeon. ",  Plastic Surgeons 
 CNY Cosmetic and Reconstructive Surgury LLC ,"  CNY Cosmetic and Reconstructive Surgury LLC  4403 Medical Center Dr #403 
Fayetteville, New York USA ","",  (315) 663-0112,""," I've had a persistent problem with toenail fungus for over 20 years. I read about this Clear Toe laser treatment in an advertisement in the local paper being offered by CNY Cosmetic and Reconstructive Surgury in Fayetteville, NY. I've tried other treatments and nothing worked. They told me the sucess rate was very high and I was a perfect canidate for this. Usually 1 or 2 treatments is all that's necessary. I received 6 treatments, 6 weeks apart and noticed that not only was the fungus still there, but that the toenails actually looked worse than ever.  Six treatments is the limit so after that they said I was one of the unlucky few who doesn't benefit by this treatment. I was very disappointed and asked if I could at least get some of my money back. They said no way, that this is not 100% guarenteed and that was a risk I took and should have understood. That was $800 down the drain. I feel that if the treatment fails, the least they could do is refund half the payment. I wonder how many other people have tried this treatment and had it fail. They could make a lot of money getting people's hopes up then charging for a procedure that doesn't work and doesn't pay a refund.      ",  Plastic Surgeons 
 Randall Digby Haworth M.D. ,"  Randall Digby Haworth M.D.  436 north Bedford dr. Suite 105 
Beverly Hills, California USA ",www.drhaworth.com , 3102733000,""," Randal Haworth MD is a liar who lied in the court of law to dismiss the small claims court decision that had gone against him in court of appeals. He got  paid in advance for services he poorly and incompletely performed on me and still sent me to collection agency as a personal vendetta . U know; I had won the case against him In the small claims court. His lawyer tried to threaten me in the court hallways that if I don't drop the case, he will send me to collection agency. I who had paid for all services in full and in advance did not take his threat serious. Ha  and his nurse came and lied in front of th judge under oath to dismiss his case. And then he went on sending me to collection agency for about 50000 dollars, yes 50 k for a procedure that he hadn't even done. He said he will bill my health insurance to get paid as extra bonus for anesthesiologist and under biopsy for my nose and they did paid him too. But after loosing his case almost 2 years later he decided as personal revenge to send me to collection for almost 50k!!!!!!!!!!! ",  Plastic Surgeons 
 Dr. Debora Ma ,"  Dr. Debora Ma  2668 Northpark Dr Suite 110 
Lafayette, Colorado USA ",http://www.blueaspenplastics.com/, ,"", I truly wish I had read these reviews before my surgery.. I now have a horrific scar from this woman. There is no question that she wrote the review from yesterday. The abbreviations are a dead giveaway as well as the language. I find it remarkable that there are only completely terrible reviews and then glowing ones. I believe the positive ones are fabricated since she repeatedly asked me to write a review. Not so smart Dr. Ma. I now see who you are and it’s pretty scary. I think this woman is unravelling and she evidently thinks she’s a psychiatrist as well since she’s making bi polar diagnosis (see her responses). I also think that is a privacy violation. Why aren’t the medical organizations stopping this woman from so much destruction? ,  Plastic Surgeons 
 Henry M. Spinelli MD ,"  Henry M. Spinelli MD  875 5th Avenue  
New York, New York USA ",www.henryspinelli.com., 212-570-6235,""," For those who are considering going to see Dr. Henry Spinelli, I share my genuiness in hopes of bringing great awareness of this doctor, so you will not be in the same position as me. So please read this. Dr. Henry Spinelli is an incompetent, disgraceful oculoplastic/plastic surgeon who ruined my face, and I am only a young adult mind you. The conservative procedure I had wanted, resulted in new unwanting issues. And to boot, he is a charming scam artist who robbed me of my money by doing an additional unneccesary procedure I did not initially come in for  (additional $3,000), and I am also shelling out more money to correct whatever damage I can. Also, in order to get a copy of my medical photographs, the office  charged me a a substantial fee which I paid for, which I recently found out is atypical and currently disputing b/c perhaps this is illegal. [continued below]....
									
										..... So, if you are considering this doctor, I can not urge you enough to STAY AWAY because he is very care-free in his approach and does not have your best intentions at heart. He is unequivocally unskilled and is a scammer only in it for the money, which is ludicrous because certain things are not reversible. This is your face, your life and your money! And please do not be fooled by him being located off of ritzy 5th avenue or the hiring of good PR. Its the final outcome that proves everything and I know now there are others who have suffered.  As for his office staff-Jennifer and Debra, they are horrible too because they are his shield. After some time, when it became apparent that he messed up my face, I decided to call the office in hopes of booking an appointment- for the purpose of confronting him to show what he did. I felt it would be cathartic for me and perhaps by him seeing this before his eyes, he would feel guilty. Although I did not convey all this over the phone when I had callled and simply asked for a consultation, they knew that I was not a new patient looking to have a procedure done and probably sensed that there was a level of dissatisfaction. I also knew at this point that there seemed to have been a trend with complaints of his work, so Im sure this was not something new to them. So the warm friendly staff that they once were, became rude and unaccommodating, by purposely saying that they couldn't schedule me for an appointment in more than 2 months!! And with no remorse. Having a good inclination that they were being biased and not giving me proper treatment as a patient, I had my friend call the office to see what would happen if she blindly made an appointment. Sure enough, she was able to book within a week. When I called back to get an explanation as to why there was a substantial time difference in me getting an appointment than my friend, there was no reasonable defense. The illogical reasoning that was given was that she was a new patient which takes precedence. So obviously they dont care about anything long term with any of its patients. Ironically, the protocol of any visit involves an intial consultation,so it really makes no difference in that regard. Lastly, it would typically make sense and be righteous that an older patient would have a greater opportunity to see the doctor first, but because I was not beneficial for them anymore because they got their money already and the damage was done, they felt it was ok to be unethical and discriminate. This is technically not just unfair, but illegal.    In conclusion, regardless of the damage I have endured on my face, or the hardship now of undoing the damage, I will not compromise my integrity and will do whatever I can to spread the word on this awful doctor. Dr. Henry M. Spinelli in NYC.     ",  Plastic Surgeons 
   ,"     4100 S. hospital drive 
www.atlantishairtransplant.com, Florida USA ","plantation, FL", 1 888 246 3065,""," Same company DOH investigators have been after a number of years. There BBB liscense is not real. They work under assumed names. I have read and written numerous complaints against them others have complained to the FTC and Attorney general. Dr. Seigal retired in 2003 due to heart problems. The continue to use his name. He was my former surgeon. They took me for over 6000.00 and ruined my hair. Please read my reports under Marquee quality plastic surgery. They are the same con artists behind this scam. However, I believe rip off report is re indexing so I could not bring them up. Please call the Dept of health state of florida to verify the doctors they claim to exist. Kris Johnson is behind the operation and is wanted by investigators. Turn this company in. They left me with severe scars...see if ""Kim"" answers the phone. she is the front person behind the scam. If not I can assure you the advertising is false. ",  Plastic Surgeons 
 Inland Cosmetic Surgery ,"  Inland Cosmetic Surgery  8680 Monroe Ct 
rancho cucamonga, California USA ","", 9099870899,""," Inland Cosmetic Surgery; Dr IreneTower completely botched my breast surgery,leaveing me with two different size breasts and an infection that required ongoing treatment by a qualified physician. She subsequently refused to make it right. I would never let her touch me again. I require additional surgery to correct the damage. If  you have had a similar experience. please send your contact information in confidence to for more information  Please email me and  I will contact you to discuss your options.I am a former patient and you need to know something can be done for you. There are more like us and we need to unite. Please Note that all shared information will be kept confidential. ",  Plastic Surgeons 
 New Me Surgical Institute ,"  New Me Surgical Institute  465 N Roxbury Dr, Ste 1020  
Beverly Hills, CA, 9021, Select State/Province USA ",Drnewme.com, ,"","   Well I would like to start by saying that the only reason I am doing this is to make sure this man does not perform bad surgery on anyone any more!!! He's bad!!! He has a very bad surgical conscience he's dirty and does care for the correct way to follow ""clean or sterile"" surgical procedure in the time I worked for him he tried to do a lipo in one room and a tummy tuck in I other room well the room that the lipo was taking place was in conjunction to the room with the tummy tuck so the door that divided the two was not closed so thats bad right there and the room where the lipo was taking place was too small so he kept contaminating the instruments being used! He was in such a hurry that he did not even do a good job the patient was HUGE! And in my opinion did not need lipo but she did need to lose weight so her money was not well spent after all is said and done dr. Sheibani left and told me to take care of the patients... First of all I'm not a nurse! So I couldn't possibly conduct any kind of post op care for both patients by myself! He does not care about the patirnts after the procedure he's a money hungry surgeon that is nice to you to get you in and then he can just care less about your results!... He hates to do touch up jobs on his patients for HIS mistakes there was a for that had 4 revidions of her implants because dr sheibani does not take his time do do a good job!... I would never get paid on time and what I was getting paid was below standards he would  be very rude hasd multiple personalities he would be very offensive and just not at all professional! ladies please do not go to this man if you want good results! He is bad! He could care less about you, you are only another money sign coming into his office!...  and if someone wants to say that I am a hater or that I wish I could go work for him again you guys are crazy!!! After I quit he has been calling me to offer me my job again I keep telling him NO! I would NEVER want to work for him EVER again he's a bad human overall and I could care less for his practice what I care for is his patients and potential patients that don't know any better I hope you read this and reconsider going with him!... I am not a disgruntled emoyee I have a great job in a very good level 2 and 3 trauma center where I get paid on time I have great benefits and where surgeons are proffesdionsl and board certified... To everyone considering sheinani I can only advice you to go elsewhere this man is a butcher not a surgeon!... ",  Plastic Surgeons 
 SONO BELLO ,"  SONO BELLO  10011 Centennial Pkwy 
Sandy, Utah USA ",www.utah.sonobello.com, 801-216-3698,""," I had sono bello laser lipo done on my back bra roll, arms, hips, lower & upper belly, and side flanks split over two surgeries a couple weeks apart. I am 4 months post operation. Aside from a slight difference on my back bra roll, I look the exact same and weight the exact same. No change in the way my clothes fit ever occured. They made me pay more because I had a higher BMI. The second surgery was far more torturous than the first.  The nurse told me that being four months along, my results are pretty well as good as they will get.  They told me the doctor took 9 lbs of pure fat from my body, so weighting the exact same amount now I have technically gained weight. They stated this is the reason I cannot see any results. I was lied to. [continued below]....
									
										..... My consultant said my problem areas would be permanently gone. She stated if I ever did gain weight, it would be uneven because I would not gain it in the areas I have had the procedure. Before the surgery, the doctor stated it was hard to describe exactly what i will look like. He stated I should find a picture of someone who looked similar to be on the before and after pictures on his website and that was how my results would look. Now, when at the 6 mo check up, if I am still unhappy, I have to pay half price to have them all redone again. More money, more torture, more recovery.... and will I even see results then? I wish I had voice recorded the promises made to me by the consultant and the doctor. Ten grand later, I am unhappy.  Along the way, they were so nice to be. They really specifically told me that my body would be transformed and that the excess fat on my belly wouldn't have any volume to it. As you can see from the pictures, all that pain and money was for nothing.    ",  Plastic Surgeons 
 Dr Martin Jugenberg ,"  Dr Martin Jugenberg   
toronto, Ontario Canada ","", ,"", I got disapointed after I found out that that Dr Martin Jugenberg is HIV posstive and he did not disclose it with me. Unfortunatelly I found out this after I had my Breast Augmentation surgery with him. He says that he is not obligated to disclose this information with me but I think I should know specially when a surgeon will operate on you. I think government should disclose this information to public and to all patients. I am waiting for my results I hope I will be OK. ,  Plastic Surgeons 
 Straxx ,"  Straxx  12510 NW 10th St 
Sunrise, Florida USA ","", ,"","  I went in for a lower bleph and correction to nose that still needed to straighten and lift tip to help breathe better.  I was convinced to do an upper bleph and laser peel.  They had switched name of company, unbeknownst to me, and I researched Dr. and Straxx and saw no complaints filed.  I didn't think about reviews back then.  2008.  Dr. seemed to know exactly what I needed.  My bleph resulted in hooding and droopiness.  My lids would not even shut.  I acquired the name owl eyes and I used to have oval shaped eyes.  I had to spend more money to correct than initial surgery.  I went there, regretably, to save money.  I had to have a forhead lift and a cantherplex to lift the brows and pull up the drooping, repsectively. The nose was incomplet with no tip as admitted by the Director.  it just fell off and now my nose droops.  Defeated the purpose to try and breathe better.  My nose is bulbous now.  I think I breathe worse now in fact. The Director told me they could lengthen the nose, pulling forward so it doesn't droop.  They wanted to do a face lift at a discount to make up for the blotched surgery.  My initial Dr, an oriental doctor, supposedly the best at blepherplasts, of course blamed my eyes and placement of brows.  Unbelievable.  Needless to say, I wouldn't let them touch me.  I wanted my money back. After a bleph, they're supposed to smooth out the crappiness that occurs after removing the ""bagss"" (or fat).  My doctor said not to do because it would cause more droopiness.  So now I have this nasty crapiness, evident when I smile that I NEVER had.  I barely have wrinkles now and back then I didn't have a wrinkle issue at all!  It was I went to doctors I consulted with and others to fix my eyes which was the most important and most severe of the two blotched up procedures.  Saying blotched but that is a HUGE understatment.  The correct word begins wth an F and ends with a KED!! NO doctor wanted to touch me!!  One said, who only did eyes, that my eyes were a surgeons dream, simple.  However, I wanted the nose done too and he didn't do that.  I wish I had somebody tell me NOT to go to Straxx.  I guess I was naieve.  I did my homework and was proud that I did and felt I was in good hands. The day of my surgery, the Doctor was taking forever, supposedly in a surgery prior to mine.  My appointment was only the 2nd one scheduled.  I wish I had left. I wouldn't go out for a year till I could afford to do the forehead lift.  I was so depressed and still am over it.  I'm angry and insecure as well for both by nose and eyes.  I will not go without eyeliner for a second.  I need it to give the appearance of a lengthened, more almond shaped eye.  I'm going to look into a permanent eye makeup for the eyeliner. I looked into suing but knowing it's elective, I didn't think I would be able to.  I didn't have money to pursue at the time and I was very busy trying to work, single mom. Now I hear of more and more complaints and I want to do a class action suit.  My pain and suffering and the extra costs to fix should not come out of my pocket.  The loss of work for the forehead lift, all this adds up.  It's not just the extra cost of correction.      I   ",  Plastic Surgeons 
 Dr Joshua Halpern ,"  Dr Joshua Halpern  4214 N Habana Ave Tampa FL 33607 
Tampa , Florida USA ",www.drhalpern.com, 800-963-8483,"", My eye surgery was almost 4 years ago.  I originally went  here seeking a tummy tuck.  He talked me into eye surgery instead (Still unsure now why) but showed me pictures of how it would make me look younger and that talked me out of the tummy tuck as the scare would not be worth it (I did not have huge stomach).   I went through the typically pre-op which included blood work at his recommended center. After surgery it was strange as he had flowers waiting for me and was so strange about making sure we took them home.  I was out of it but my husband had to get me to the car and these stupid flowers.  This is irrelevant but I have read lots of people mention this about him - I think it shows he is a bit excentric and unconcentrated on his main priority - surgery.   The follow up and down time from this surgery was horrible - over three weeks - so painful.  He and the staff (one woman who said she had it done on a Friday and was back to work on Tuesday) never ever portrayed the eyelift surgery as being this major.  I was cut inside my mouth with stitches everywhere (he never ever mentioned this either)  I looked like I had a a full facelift.  I feel even more so today he changed the shape of my eyes and my face is a little saggy.  I was only 42 when I had this done.   The worst news is yet to come - to my shock I found out I was pregnant which means the blood work I had given was not properly assessed.  I had no idea and had not been trying to have a child (Obviously 42) - but I was positively pregnant when I gave the bloodwork and had the surgery.   This meant all the pain killers I took after the surgery could have affected my baby.  That baby is now 3 and all is well.     I had heard he was a great plastic surgeon and from friends heard of success stories with breast implants. I would not recommend him to anyone.      ,  Plastic Surgeons 
 Nu-Look Cosmetic Plastic Surgery ,"  Nu-Look Cosmetic Plastic Surgery  899 Meadows Road, Suite 203 
Boca Raton, Florida USA ","", ,""," Nu-Look Cosmetic Plastic Surgery is a company that purchased their client list from Strax Rejuvenation.  This company has nothing to do with Strax Rejuvenation.  However, when the client comes into their waiting room, they are greeted with the exact same set-up that Strax utilizes at their offices in Lauderhill, Florida. For me, the work done at Strax is excellent.  Their doctors stand by whatever promises are made. I originally spoke with Nu-Look's office employee who scheduled me for a procedure called ""Wrinkle Filler"". It was and is a simple procedure.  They quoted me a price of $389.00 which uses the product Juverderm.  I had an appointment scheduled for Monday, 2/3/14 at 10:30 am.  When I arrived there, I went into the examining room and learned that there would not be a physician working on me but a Nurse Practitioner by the name of Anna. Regardless of what was promised to me by the Office Scheduler, Anna told me that she would not give me the procedure unless she could do more work on my ENTIRE FACE for double the amount of money originally stated. This did not make any sense.  I had this procedure performed before (not at this facility) and no doctor ever said that they couldn't do this procedure without building up the bill. Anna refused to provide me with any credible explanation.  I didn't know if she was even licensed to do what she claimed she could do.  Unfortunately, there was no one in the office who could offer me a logical explanation of this entire fiasco. The original price quoted me was $389 which went up to $800.  The filler originally promised was called JUVERDERM which Anna said she would not use.  She could only use RADISSE. Although I was irate, I kept my temper intact and walked out of the office like a lady.  Obviously, I will NEVER return to this facility.  If I need any work done, I will drive the extra miles and go to an office called STRAX REJUVENATION in Lauderhill, Florida 33311.   There should be some kind of monitoring organization for companies such as this.  Clients must be protected. Doctors should be the only individuals who can work on patients. ",  Plastic Surgeons 
 Dr. Reagan Anderson ,"  Dr. Reagan Anderson  8580 Scarborough Dr.  
Colorado Springs, Colorado USA ",www.coloradodermatologyinstitute.com, 719.359.9669 ,""," In September of 2012 I was scheduled to have a skin cancer biopsy done on my cheek after my families urgency to resolve the question, ""Does she have skin cancer?"". I was apprehensive but I researched online and thought, from all of the medical articles I read, that this procedure would result in a possible small scar and healing time of 6-12 months. I understood that; I did not go into this appointment thinking that I was going to walk away perfect.  Dr. Anderson decided to biopsy the predetermined mole but also wanted to do one more small bump where my dimple was. Big mistake. First, he went too deep with the shave biopsy. You could fit a small marble in my face. I immediately got depressed but was willing to deal with the shock of such a large scar as long as it healed well. I thought he knew what he was doing, he was nice after all.  It will be two years now and the scar is horrendous. It is still red, angry, raised all around the edges, and massively indented in the center. It basically looks like a volcano that has erupted. On my cheek, for the world to speculate about. Now, I am not saying that I expected it to turn out great or completely normal again. However, Dr. Anderson did not perform the procedure correctly by going extremely deep, nor did he advise me of what to expect.  I would give anything besides my soul to go back to that day so I could avoid Dr. Anderson's office. There is no big fix. My personal life suffers, my intimate life suffers, my public life is near non-existent, and my self-esteem is nearing the bottom of the bottle. The Colorado Springs public needs to know not to give their skin, their appearance, over to Dr. Anderson. He just might ruin you.  ",  Plastic Surgeons 
 Dr. Ryan Greene ,"  Dr. Ryan Greene  2731 Executive Park Dr #1, Weston, FL 33331 
, Select State/Province USA ",www.drryangreene.com, (954) 651-6600,""," I had a rhinoplasty with Dr. Greene on 4/24/2013 for which I paid in full as per our signed and final contract. I was never advised about any extra possible costs, and after the surgery I was told that I was a text book case and everything went as planned. A few weeks later I received a bill for an additional $1,920.40 for ""unplanned"" surgical costs. I contacted the office and Soraya told me that this will all be taken care and ""don't worry hun"". Another month later I received another bill from the surgical facility for the same amount. I spoke with Soraya again and she advised md again that this will be taken care of and that this is not the first time this happened and that there was a specific ""person"" Dr. Greene speaks with at the facility that takes care of this for them. I asked for the persons name and she said well you know its.....I said fine whatever just let me know when it has been resolved..... I never heard back from the office. Today 1/11/14 I received a third and final letter telling me if I don't pay this bill I will be sent to collections. Now is this really happening or is the office so poorly managed that even something that I was told happens at times cannot be handled with the outmost professionalism and least amount of inconvenience to the patient. Thank You Soraya for ""handling it""!!!!! ",  Plastic Surgeons 
 Beverly Radiology ,"  Beverly Radiology  8750 Wilshire Blvd., Suite 100  
Beverly Hills, California USA ",http://www.beverlytower.com/, 310-689-3130,""," Had a surgery about 6 months ago.  My insurance has paid the claim the acctg dept has submitted.  Beverly Radiology & Imaging Center re-submitted a second REVISED INVOICE with higher amount, so my insurance denied it due to the fact it was paid. Acctg Dept called me several times trying to collect and now a collection has been placed on my account and thus ruining my credit.   Not only the imaging had to be taken several times since they were not acceptable by my Doctor which made me do more than one trip, but the I was charged for them as well.     ",  Plastic Surgeons 
 Vladimir Grigoryants ,"  Vladimir Grigoryants  1808 Verdugo Blvd Ste. 303 
Glendale, California USA ",websitevgplasticsurgery.com, (800) 540-0508 ,"",  I had a rhinoplasty done a few years ago by this plastic surgeon and have suffered as a result of horrible job done by Vladimir Grigoryants. This doctor does not provide proper aftercare and is not skilled at what he does. I have been suffering as a result of this persons poor job as a plastic surgeon and have had chronic post nesal drip and cannot breath properly. This doctor does not care about patient privacy and confidentality and publishes pictures of his clients without proper authorization or approval. Stay away at all costs. ,  Plastic Surgeons 
 Dr. Darm Aesthetic Medicine  ,"  Dr. Darm Aesthetic Medicine   4800 Meadows Rd, 
lake oswego, Oregon USA ",drdarm.com, (503) 697-9777,"","   I have 3 categories of complaints:   Billing refund: I was a patient of this office and was denied service after I had already been seen as a patient for many years without incident. I was called by ""Dawn"" and was told they did not want to provide me service any longer. I paid $500 to have some bumps removed on my face. I was told at that time it might take two sessions. Once for the initial treatment, the second to treat the original areas a second time, and to remove additional bumps. I was never given the opportunity to have my follow up appointment, so basically I was ripped off $500.   Hipaa violation: My fiance' was also a patient of this medical facility and had a medical appointment pending. He was also phoned by ""Dawn"" on December 5th, 2013 and told they would no longer accept him as a patient since he was affiliated with me. She discussed with him private and sensitive medical and personal information about me and my history as a patient. This extremely upset him and myself. I feel this violated the Hipaa security rule.   Civil rights: I was a patient of this office and was denied service after I had already been seen as a patient for many years without incident. I was called by ""Dawn"" and was told they did not want to provide me service any longer. I believe that ""Dawn"" had a personal issue with me based on my race as a Native American. When I was last seen in August 2013 by this medical facility I updated my record and checked the ""race"" box, which I hadn't done in the past. Dawn was rude and abrupt! When I tried to email other administrative individuals at the medical facility, ""Dawn"" would immediately take over and intercept all communication. This applied to phone calls as well. She wouldn't let me speak to anyone else to see why I was being denied service.  This was a very painful experience as It didn't make sense that I had spent thousands at this medical facility, then all of a sudden my money wasn't good?   ",  Plastic Surgeons 
