 Michael J Whyte DDS ,"  Michael J Whyte DDS  134 Professional Cr.  
Williamsburg, Virginia USA ",htdentalcare.com, ,""," This provider Michael J Whyte in Williamsburg, Virginia is a smart and coniving individual. He skirts on the legal border of what is ethical as a helath care provider and is a scam artist. He stated that I had a lot of dentistry to be completed. I was with this office for several years. The old doctor at this location was activated into the military. He sold assets to Dr. Whyte but still maintains his company in Newport News. I found this out on my own, no thanks to this Dr. Whyte. Dr. Whyte told me that Dr. Koontz (the prior Dentist) had left the states and moved to europe. What a liar! I found the old doctor with the internet and my insurance. Dr. Whyte told me that I needed 2 crowns and several fillings. I was shocked! What? I go every six months for cleaning and evaluation. So when I returned to my old doctor, I didn't say a word about what Dr. Whyte recommended, my old doc said there was nothing to be done. When I questioned my old doctor about the specific teeth that supposedly needed a crowns, he explained in detai as to why they were sound teeth. I walked away with a new understanding... Dr. Whyte likes to put crowns next to implants. There is no studies or any supporting research stating that crowns next to implants benefit in any way. When I looked up how experienced Dr. Whyte was, Surprise!!! He only has 1 year of experience!! I'm not someone's guinea pig! This guy is a compulsive liar and his front desk is hostile and rude. All Amber does is sit at the desk and complain. Bad transition here, bad service and Bad Dentistry! ",  Dental Services 
 Align technology ,"  Align technology  2560 Orchad Parkway 
San Jose, California USA ","", ,"","  I went to Dr Woodard of Suffolk, Va  for see if candidate foe Invisilgn. I looked at vedio , listened to sales pitch and went with Invisilgn due to my age. It was very costly. It was supposed to be 12 to 18 months.I'm going through refinements and today my bite is worst ever. My teeth hit on one tooth in back. Now I have metal braces on left side upper of my mouth along with aligners. It has been an experience well not worth over the $5000 spent. I am trying be patient now it will be a two year process. To try to correct my bitre metal barces were put on my left side upper teeth only. That is unheard of. There are so many lies on Invislgn and when I started I developed a terrible cough for three months which I found out was a regular occurrence for some  and when I asked my doctor she said never heard of coughing from it. ",  Dental Services 
 Correct Choice Dental  ,"  Correct Choice Dental   4245 S Grand Canyon Drive #108 
Las Vegas, Nevada USA ",http://correctchoicedental.com/, 702-331-0555,""," Correct Choice Dental is the wrong choice!  Unfortunately Dr. Ismail died.  My wife’s crowns made her look like a bag lady.  They won’t answer our calls or remedy the issue.  Dr. Jay (aka Dr. Lajevic), the administrator, was suspended by the dental board in Pennsylvania in 2006.  NADIC discounts and feeds unsuspecting clients to Correct Choice.  NADIC has a bad record at the Better Business Bureau. ",  Dental Services 
 Blizzard White ,"  Blizzard White   
Internet USA ",customerservice@BlizzardWhiteDirect.com, 888-565-8521,"","  Over all the ad for this teeth whitening product is not clear at all regarding their rules for returns or for how much any additional kits will cost. The price is $95. for 2 tubes of whitening material and they keep sending this to you. The initial cost is $3.++ for the product, Then you immediately get hit with the $95. expense. ",  Dental Services 
 Bella at Home ,"  Bella at Home   
Internet USA ","", 18005920596,""," They tell you to pay Shipping and Handling for a free sample of teeth whitening product. Then they rob you bank account of over $92.00 for each sample, from 2 different named companies. Bella at home and Blizzard White. This is straight-up THEFT. I don't understand why they are not in jail.  ",  Dental Services 
 1st Choice Dental Care ,"  1st Choice Dental Care  9020 Georgia 92, Suite 120 
woodstock, Georgia USA ",www.my1stchoicedentalcare.com, 6782938773,""," This past year my daughter went to 1st Choice and while she liked the dentist they abused her naivete, and took advantage of her.  They knew my insurance would cover 2 check-ups and cleanings a year at 100%.  She called them to schedule an appointment and mentioned that her tooth hurt.  They did not use this time to use one of her 2 free appointments that is covered by insurance.  Rather they billed it differently and then had her come back to get her teeth cleaned and the tooth filled.  Let me also say that my daughter does not have money to be paying extra money. When I called them about this, they said yes, that is true, if she had not said anything about her tooth hurting, the appointment would have been free and that during the appointment she could have told them her tooth hurt and it still would not have cost her anything unless they had proceeded with the filling that day. Before she left, they told her she had to pay for the appointments regardless of the fact that she had 2 insurances.  BCBS and a separate dental insurance.  When I called them, they said they would bill the BCBS but not the other insurance.  If I had a secondary insurance it would be my responsibility to get reimbursed from them. I ended up having to pay 153.00 of my money because my daughter was working part-time and could not pay her regular bills.  They did bill BCBS and I also sent the bill to my secondary insurance.  Based on my insurance statement, I was not supposed to have paid anything.  Between the two insurances, my statement said that my daughter owed nothing.  I called the 1st Choice and told them this.  They argued about the amount of the overpayment and said that once they had reviewed it, they would send the overpayment back to me.  I called the insurance company and they told me, that yes, the EOB was correct and that I should not have had to make any payment to them.   Funny, while they should be sending me a check for $153,00, I have yet to receive one penny from them. Do not trust them to return any overpayment that they forcibly require you pay up front.    ",  Dental Services 
 1-800-DENTIST ,"  1-800-DENTIST   
Nationwide USA ",WWW.1800DENTIST.COM, 1-800-DENTIST,""," I called up 1-800-dentist because I know they are a referral service. They spoke an introductions about how they have densits to refer me to that are located all over the place. I asked to be referred to a Dentist in Beverly Hills. The lady told me that they do not have any. She said that the closest ones are, Parmamount (The DEEP Black Ghetto) Another one she had was locatied on Avalon and 120th - Ghetto! Dangerous! 148 .E Compton Bl in COMPTON - NO EFFING WAY! The only referrals they had was to dentist offices that normal people that are not (we will just say - FROM THAT AREA) would not dare step foot into! It SHOULD be called 1-323-GHENTIST. Because the 323 area is where you will be sent and the only Dentist you are going to get is one in the G H E T T O! I lived in the Ghetto in these areas for 7 months at one point in my life. And I had never seen such disgusting subhuman behavior in my life. Anyone who feels any different? Go live at 103rd and Compton like I did for 7 months and then come back and let us all know how you feel. ",  Dental Services 
 Mayfair Dental Associates ,"  Mayfair Dental Associates  6412 Frankford Avenue 
Philadelphia, Pennsylvania USA ","", 215-333-8100,"","  On June 12 I went to this dental office to get a boning redone. I had never visited this place but my insurance had changed and had to find a new practice.  I sent both of my children here and was not unhappy with their visits.  So I decided why not give them a try.  Now mind you, I have had one cavity in the last 20 years, I am fanatical about my oral hygiene.  So I go and this youngish female dentist comes in after the assistant took all of my xrays.  She did not look at the xrays while in the room with me, I had assumed she looked at them in another room.  She starts poking and proding as dentists do, she starts giving the assistant all of these codes and I hear severe decay, decay, root canal, remove, etc.  I'm thinking this can't be right and I'm getting very uncomfortable.  She then says she is going to give me a cleaning.  She turned on the polisher and polished, no scraping, nothing.  That was her idea of a cleaning.  WRONG! I've had many many cleanings, I know how it works.  Then, she says before I fix the bonding you need a lot of work.  She tells me I have SIX cavities, and that one of my old fillings needs to come out and we need to do a root canal on that tooth.  I tell her ok, how much will this cost.  She comes back in with a sheet for each out of pocket cost.  I said well this is going to have to wait, just fix the bond.  She does so, she did a horrible job on that.  So I'm not infuriated because I know she is lying.  I found a new dentis, took me almost two months due to changing with my insurance and being approved, and getting an evening appointment.  I don't tell him what Dr. Srinivas told me.  I ask him to tel me how to fix the botched bond, he tells me.  I said ok, how many cavities do I have and what else do I need done.  He looks at the xrays, goes poking and proding and says to me well, I don't see a single thing wrong.  In fact, you have impecible gum health and I can see that you have very good oral hygiene, so I'm not sure what it is you want me to find.  I sit up, tell him what Dr. Srinavas told me.  He was floored! He said absolutely not, no way do you need any of that done.  I asked about the root canal, he went back in poked, banged, pushed, etc.  He said nope, no need to replace a perfectly good filling. This is an outrage and a disgrace to the dental practices whom practice good business ethics.  ",  Dental Services 
 Lakeside Dental Clinic Dr. Robert Wolanski ,"  Lakeside Dental Clinic Dr. Robert Wolanski  #7 4800 Island Highway North 
Nanaimo, British Columbia Canada ",www.lakesidedentalclinic.ca, 250-756-1300 ,""," The following is all in my opinion: I stopped seeing this Dentist Dr Wolanski. At first I read all these glowing reviews online how nice and wonderful he is. Well I saw him, and every time I even wanted a cavity filled he wanted to upsell me a crown. Just about anything I wanted done, his solution was an expensive crown. He would always come up with good reasons why he couldn't just do it with filling...it was always his professional opinion that I need to spend thousands of dollars on a tooth. I also found his billing, even with dental insurance to be through the roof. I don't ever recall having a dentist as expensive or upsell as this guy. I am suspicious a lot of his reviews are from within his own office or people that just started attending his office. Go see for yourself if you don't believe me. I am seeing a new dentist in Nanaimo...if a tooth just needs filling, he will do it and costs me so much less. Look at all those pictures in his office too of all the trips his staff and him go on, who do you think is paying for them to have that nice lifestyle? You are! I am suspicious after personally dealing with this Dentist and having him take my hard earned money from me, that he is lying to patients, and he is negligent if providing a fair level of care to all patients, across the board. I understand he considers himself and expert in implants, but for crying out loud, does every patient, even the poor ones have to pay through the nose for something that could have been fixed for less. Dr. Wolanski, read this very clear....I am suspicious you are a con artist, karma will catch up. I pray that one day you get nailed on a hidden camera investigation. His staff also try to continue to upsell you, after you pay for his services they are already trying to book an appointment for a cleaning. You ask why when you just paid all this money, they say that Wolanski recommended it. Well I did his cleanings, I am suspicious the staff are using hard bits or something on their drills because every time I had it done, new cavities appeared where none were before....what I am suspicious of is if someone tooth is already loosing its layers, with age, is it helping drilling the hell out of it over and over, twice a year or more as he recommends. I am suspicious this is all more part of his scam. Hold onto your wallet...go get a second opnion.  Even though he is acting as an expert, at the end of the day he wants your money. ",  Dental Services 
 Metlife Safeguard Dental HMO ,"  Metlife Safeguard Dental HMO   
Nationwide USA ",https://www.metlife.com/business/benefit-products/voluntary-benefits/dental-insurance/safeguard-dent, 1-800-942-0854,""," When you sign up for Safeguard Dental HMO (Met Life Dental HMO), the prices are listed and it shows exactly what's covered and how much your co-pay is. When you go to ANY of the dentists listed on the list (you have to choose one dentist and that is your dentist - you can change once per month at the beginning of the month, but it doesn't matter - of the nearly dozen dentists my wife and I have had, we have run into the same problem every time).  The co-pay for a crown is $150. The dentist first told my wife that her co-pay with deep cleaning was $1900. She told them she didn't want the deep cleaning, and just to do the crowns. They told her she has to have the deep cleaning, since that was the dentists orders. She told them she isn't doing it at all, and how much is it for just two crowns. They told her $800. She called the insurance, and they confirmed that the $150 was her copay, not $800. [continued below]....
									
										..... They did say the dentist can charge whatever he wants for lab fees, and this is the trick - The dentist will charge $200 for ""Irrigation"" with Listerine, or $500 for ""lab fees,"" which is not the price he charges cash or PPO patients. It's illegal, and it's a scam. We cannot find one single dentist who will stick to the HMO plan, and keep getting the runaround with every dentist, telling us that they don't do that work listed on the co-pay sheet, and we need to get special work done, or some other BS unethical crap.  How is it that EVERY SINGLE DENTIST on the list is a crooked, money-grubbing ripoff? TOTALLY UNETHICAL.  We would just have them do the work and take them to small claims, but they won't do the work approved by our nsurance. Yes, our problem is with both the dentists themselves, but the insurance will not stop their relationship with the crooked dentists. The insurance is making money because the dentists won't do the big work, and the dentists are making money because they get paid very well for preventative care, like cleanings, x-rays, fillings, etc. It's totally worth it to the dentists to have these HMO patients, because most of them will just pay cash to get the major work done.  I'm so sick of insurance companies promising something that they don't give. Like the saying says, ""if it looks too good to be true, it probably is!"" DON'T EVER CHOOSE SAFEGUARD DENTAL HMO! ",  Dental Services 
 Lake Erie Dental ,"  Lake Erie Dental  4944 Peach Street 
Erie, Pennsylvania USA ","", 8148647511,""," I was having sensitivity in my tooth and my dentist couldn't get me in for a month, so I made an appointment at Lake Erie Dental so I could be seen ASAP.  I had no knowledge of his fraud charges before my appointment.  I was told I needed a crown that would possibly a root canal, and somewhere around 8 fillings.  I was going to be charged nearly $3,500, with insurance covering $1,500.  I never in my life had teeth issues so extensive.  The receptionist Sue called me later that day and informed me I would need an additional crown.  I asked, ""why didn't Sambuchino tell me this himself while I was in his office?""  Sue had no answer.  I was then informed by someone of his fraud charges, so I decided to get a second opinion.  I went to see my reputable dentist, Dr. Jageman, they had a cancellation and I was able to get in quickly for another mouth exam and set of x-rays.  He found one small cavity and a cracked filling that needed repaired.  This two issues will probably cost less than $100 with insurance.  I was so upset learning that Sambuchino would do this much unnecessary and expensive work.  I called Lake Erie Dental and explained basically everything I've written here so far.  It was almost funny listening to Sue fumble her words trying to explain Sambuchino's actions.  I am not angry or bitter, I just want to spread this information so people stay away from a fraud of a dentist. ",  Dental Services 
 Rod Gore Dental Group; Maple Shade Dental Group; Aura Smile ,"  Rod Gore Dental Group; Maple Shade Dental Group; Aura Smile  11825 Illinois 40 
Dunlap, Illinois USA ","", 309-740-3901,""," Be aware that Maple Shade Dental Group of Dunlap (as well as Aura Smiles of North Olmsted, Ohio and Rod Gore Dental of Scottsdale, Arizona) have their dental patients worked on by at least one ""dental expert"" whom the Ohio Dental Board found guilty of ""sub-standard care, incompetence, and negligence"" for the years 2003, 2004, 2005, 2006, 2007, 2009, and 2022 and placed his dental license on probation. None of Dr. Bill Costaras's employers nor himself tell theit patients about his record of malpractice, so you have to protect yourself.       ",  Dental Services 
 Washington dentistry ,"  Washington dentistry  1008 E Washington Ave,  
 El Cajon,, California USA ",https://plus.google.com/100101238188383836086/about?gl=us&hl=en, ,""," I went to this guy to get get dental braces a few years back, after staying with him for about two years, I went to his office to tell him to take the braces off because I was deploying over seas with the Military, He refused and kicked me out of his office. Then Later that day his secretery calls me and tellls me the DR. Khalid Yacoub said I should take the braces out my self. Then after all that this man has the audacity to send a bill to the credit report. I took him to court and he lied through out the whole process and lied his way to a judgment. Claiming he never kicked me out of his office or his secretery never told me to take them out my self. To add insult to injury when I called him back and told him to at least help me with the payments he once againg refused. SO now I will report him to EVERY online rating outlet including BBB,Yelp,Merchant Circle .          ",  Dental Services 
 Christine J. Rice ,"  Christine J. Rice  471 North Broadway, Suite 380 
Jericho, New York USA ",www.briteexpress.com, 877.817.3200,""," Brite Express seems to be a modest-size dental supply company on Long Island that sells various equipment to the dental trade, and also, strangely enough, college textbooks!   I had a terrible experience with the company in the first week of September 2014 with a textbook purchase that I made from them, based on their eBay listing for a linguistics book in ""Like New"" condition.  Inasmuch as the dental supply business is one that requires a very high adherence to standards of cleanliness and technical accuracy, I fear that anyone who buys dental equipment from Brite Express could well end up with an issue as bad as the issue that I had with the book that they sold me--but, worse yet, that a future issue might compromise someone's health!When the book arrived (terribly packed, by the way) it was obvious that the book was not ""Like New"" according to eBay's published standards, which states, """"A book that looks new but has been read. [continued below]....
									
										..... Cover has no visible wear, and the dust jacket (if applicable) is included for hard covers. No missing or damaged pages, no creases or tears, and no underlining/highlighting of text or writing in the margins. May have very minimal identifying marks on the inside cover. Very minimal wear and tear...""  Indeed, the book has ink writing on more than one page, plus ink blotches on the back cover, plus a damaged back cover (which maybe was damaged in transit by the poor packing). I emailed the company to express my concerns (especially in light of their ""no return"" policy); they asked me to send photos, which I did; they then denied receiving the photos; so I sent the photos  again (three emails, each with one photo)-- and at that point they cut off communication, not answering any more of my emails.  I got lucky (I suppose) that when I then called the company I got to speak (WHAT A TREAT!) with the very same person, Ms. Christine Rice, the CEO of the company (according to NYState records in Albany), with whom I had all previous email communication.  The phone call started off poorly and ended up even worse.  Clearly Ms. Rice was exasperated that her ignoring my last emails had not made me disappear from her life, and she proceeded to insinuate that I must have been pretty stupid to have bought a book used when the price of the same book, new, was not that much more.  MOST IMPORTANTLY, however, she refused to take any moral responsibility for her posting on eBay the misleading description of the book.  Our phone call ended (no big surprise) with standard unpleasantries....  The good news is that even if Ms. Rice (who also goes by the business names ""c.j.rice associates,"" ""reoncologyjobs.com,"" and ""recruitingexecs.com) never makes good on this transaction with me (and to me making good means that she pays shipping for the return + full refund), eBay itself is a very good company when it comes to protecting buyers who were treated shabbily.Given the totality of the circumstances, my considered recommendation is simply to STAY AWAY from Christine Rice, Brite Express and any other company whose portals she darkens!UPDATE--  as of 1030 am on Sept 5, Ms. Rice has written to eBay as follows: ""Unfortunately, I did not notice the markings that this buyer has indicated, however, do not have the time to debate the circumstance...Moreover, I haven't even had the time to look at his pictures either.""What arrogance!  She has now agreed to allow a return, AND she admits that the book had ink markings, AND she admits that she hasn't bothered looking at the photos that she insisted that I send her...BUT then she refuses to pay the return postage for an order that would never have occurred absent her irresponsibility and/or dishonesty. Again, do yourself a big favor and STAY AWAY from Christine Rice. ",  Dental Services 
 Piedmont Family Dentistry ,"  Piedmont Family Dentistry  1736Dickerson Blvd 
Monroe, North Carolina USA ",piedmontdental.com, 704-225-8555,"", We paid ahead for discount services for both my wife and myself. My wife recieved what was was promised and made an appointment for me and they sent the forms to fill out. I went to office and they told me I did not have an appointment and never did because it would show on their screen. When my wife called about my appointment that she made they told her she was lying.They will not refund my money and are too busy to give me an appointment before the time limit epires for my use of the discount.  ,  Dental Services 
